Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2024-11-13,225.1199951171875,214.10000610351562,178.8800048828125,425.20001220703125,330.239990234375
2024-11-14,228.22000122070312,211.47999572753906,175.5800018310547,426.8900146484375,311.17999267578125
2024-11-15,225.0,202.61000061035156,172.49000549316406,415.0,320.7200012207031
2024-11-18,228.02000427246094,201.6999969482422,175.3000030517578,415.760009765625,338.739990234375
2024-11-19,228.27999877929688,204.61000061035156,178.1199951171875,417.7900085449219,346.0
2024-11-20,229.0,202.8800048828125,175.97999572753906,415.489990234375,342.0299987792969
2024-11-21,228.52000427246094,198.3800048828125,167.6300048828125,412.8699951171875,339.6400146484375
2024-11-22,229.8699951171875,197.1199951171875,164.75999450683594,417.0,352.55999755859375
2024-11-25,232.8699951171875,201.4499969482422,167.64999389648438,418.7900085449219,338.5899963378906
2024-11-26,235.05999755859375,207.86000061035156,169.1199951171875,427.989990234375,338.2300109863281
2024-11-27,234.92999267578125,205.74000549316406,169.22999572753906,422.989990234375,332.8900146484375
2024-11-29,237.3300018310547,207.88999938964844,168.9499969482422,423.4599914550781,345.1600036621094
2024-12-02,239.58999633789062,210.7100067138672,171.49000549316406,430.9800109863281,357.0899963378906
2024-12-03,242.64999389648438,213.44000244140625,171.33999633789062,431.20001220703125,351.4200134277344
2024-12-04,243.00999450683594,218.16000366210938,174.3699951171875,437.4200134277344,357.92999267578125
2024-12-05,243.0399932861328,220.5500030517578,172.63999938964844,442.6199951171875,369.489990234375
2024-12-06,242.83999633789062,227.02999877929688,174.7100067138672,443.57000732421875,389.2200012207031
2024-12-09,246.75,226.08999633789062,175.3699951171875,446.0199890136719,389.7900085449219
2024-12-10,247.77000427246094,225.0399932861328,185.1699981689453,443.3299865722656,400.989990234375
2024-12-11,246.49000549316406,230.25999450683594,195.39999389648438,448.989990234375,424.7699890136719
2024-12-12,247.9600067138672,228.97000122070312,191.9600067138672,449.55999755859375,418.1000061035156
2024-12-13,248.1300048828125,227.4600067138672,189.82000732421875,447.2699890136719,436.2300109863281
2024-12-16,251.0399932861328,232.92999267578125,196.66000366210938,451.5899963378906,463.0199890136719
2024-12-17,253.47999572753906,231.14999389648438,195.4199981689453,454.4599914550781,479.8599853515625
2024-12-18,248.0500030517578,220.52000427246094,188.39999389648438,437.3900146484375,440.1300048828125
2024-12-19,249.7899932861328,223.2899932861328,188.50999450683594,437.0299987792969,436.1700134277344
2024-12-20,254.49000549316406,224.9199981689453,191.41000366210938,436.6000061035156,421.05999755859375
2024-12-23,255.27000427246094,225.05999755859375,194.6300048828125,435.25,430.6000061035156
2024-12-24,258.20001220703125,229.0500030517578,196.11000061035156,439.3299865722656,462.2799987792969
2024-12-26,259.0199890136719,227.0500030517578,195.60000610351562,438.1099853515625,454.1300048828125
2024-12-27,255.58999633789062,223.75,192.75999450683594,430.5299987792969,431.6600036621094
2024-12-30,252.1999969482422,221.3000030517578,191.24000549316406,424.8299865722656,417.4100036621094
2024-12-31,250.4199981689453,219.38999938964844,189.3000030517578,421.5,403.8399963378906
2025-01-02,243.85000610351562,220.22000122070312,189.42999267578125,418.5799865722656,379.2799987792969
2025-01-03,243.36000061035156,224.19000244140625,191.7899932861328,423.3500061035156,410.44000244140625
2025-01-06,245.0,227.61000061035156,196.8699951171875,427.8500061035156,411.04998779296875
2025-01-07,242.2100067138672,222.11000061035156,195.49000549316406,422.3699951171875,394.3599853515625
2025-01-08,242.6999969482422,222.1300048828125,193.9499969482422,424.55999755859375,394.94000244140625
2025-01-10,236.85000610351562,218.94000244140625,192.0399932861328,418.95001220703125,394.739990234375
2025-01-13,234.39999389648438,218.4600067138672,191.00999450683594,417.19000244140625,403.30999755859375
2025-01-14,233.27999877929688,217.75999450683594,189.66000366210938,415.6700134277344,396.3599853515625
2025-01-15,237.8699951171875,223.35000610351562,195.5500030517578,426.30999755859375,428.2200012207031
2025-01-16,228.25999450683594,220.66000366210938,192.91000366210938,424.5799865722656,413.82000732421875
2025-01-17,229.97999572753906,225.94000244140625,196.0,429.0299987792969,426.5
2025-01-21,222.63999938964844,230.7100067138672,198.0500030517578,428.5,424.07000732421875
2025-01-22,223.8300018310547,235.00999450683594,198.3699951171875,446.20001220703125,415.1099853515625
2025-01-23,223.66000366210938,235.4199981689453,197.97999572753906,446.7099914550781,412.3800048828125
2025-01-24,222.77999877929688,234.85000610351562,200.2100067138672,444.05999755859375,406.5799865722656
2025-01-27,229.86000061035156,235.4199981689453,191.80999755859375,434.55999755859375,397.1499938964844
2025-01-28,238.25999450683594,238.14999389648438,195.3000030517578,447.20001220703125,398.0899963378906
2025-01-29,239.36000061035156,237.07000732421875,195.41000366210938,442.3299865722656,389.1000061035156
2025-01-30,237.58999633789062,234.63999938964844,200.8699951171875,414.989990234375,400.2799987792969
2025-01-31,236.0,237.67999267578125,204.02000427246094,415.05999755859375,404.6000061035156
2025-02-03,228.00999450683594,237.4199981689453,201.22999572753906,410.9200134277344,383.67999267578125
2025-02-04,232.8000030517578,242.05999755859375,206.3800048828125,412.3699951171875,392.2099914550781
2025-02-05,232.47000122070312,236.1699981689453,191.3300018310547,413.2900085449219,378.1700134277344
2025-02-06,233.22000122070312,238.8300018310547,191.60000610351562,415.82000732421875,374.32000732421875
2025-02-07,227.6300048828125,229.14999389648438,185.33999633789062,409.75,361.6199951171875
2025-02-10,227.64999389648438,233.13999938964844,186.47000122070312,412.2200012207031,350.7300109863281
2025-02-11,232.6199951171875,232.75999450683594,185.32000732421875,411.44000244140625,328.5
2025-02-12,236.8699951171875,228.92999267578125,183.61000061035156,409.0400085449219,336.510009765625
2025-02-13,241.52999877929688,230.3699951171875,186.13999938964844,410.5400085449219,355.94000244140625
2025-02-14,244.60000610351562,228.67999267578125,185.22999572753906,408.42999267578125,355.8399963378906
2025-02-18,244.47000122070312,226.64999389648438,183.77000427246094,409.6400146484375,354.1099853515625
2025-02-19,244.8699951171875,226.6300048828125,185.27000427246094,414.7699890136719,360.55999755859375
2025-02-20,245.8300018310547,222.8800048828125,184.55999755859375,416.1300048828125,354.3999938964844
2025-02-21,245.5500030517578,216.5800018310547,179.66000366210938,408.2099914550781,337.79998779296875
2025-02-24,247.10000610351562,212.7100067138672,179.25,404.0,330.5299987792969
2025-02-25,247.0399932861328,212.8000030517578,175.4199981689453,397.8999938964844,302.79998779296875
2025-02-26,240.36000061035156,214.35000610351562,172.72999572753906,399.7300109863281,290.79998779296875
2025-02-27,237.3000030517578,208.74000549316406,168.5,392.5299987792969,281.95001220703125
2025-02-28,241.83999633789062,212.27999877929688,170.27999877929688,396.989990234375,292.9800109863281
2025-03-03,238.02999877929688,205.02000427246094,167.00999450683594,388.489990234375,284.6499938964844
2025-03-04,235.92999267578125,203.8000030517578,170.9199981689453,388.6099853515625,272.0400085449219
2025-03-05,235.74000549316406,208.36000061035156,173.02000427246094,401.0199890136719,279.1000061035156
2025-03-06,235.3300018310547,200.6999969482422,172.35000610351562,396.8900146484375,263.45001220703125
2025-03-07,239.07000732421875,199.25,173.86000061035156,393.30999755859375,262.6700134277344
2025-03-10,227.47999572753906,194.5399932861328,165.8699951171875,380.1600036621094,222.14999389648438
2025-03-11,220.83999633789062,196.58999633789062,164.0399932861328,380.45001220703125,230.5800018310547
2025-03-12,216.97999572753906,198.88999938964844,167.11000061035156,383.2699890136719,248.08999633789062
2025-03-13,209.67999267578125,193.88999938964844,162.75999450683594,378.7699890136719,240.67999267578125
2025-03-14,213.49000549316406,197.9499969482422,165.49000549316406,388.55999755859375,249.97999572753906
2025-03-17,214.0,195.74000549316406,164.2899932861328,388.70001220703125,238.00999450683594
2025-03-18,212.69000244140625,192.82000732421875,160.6699981689453,383.5199890136719,225.30999755859375
2025-03-19,215.24000549316406,195.5399932861328,163.88999938964844,387.82000732421875,235.86000061035156
2025-03-20,214.10000610351562,194.9499969482422,162.8000030517578,386.8399963378906,236.25999450683594
2025-03-21,218.27000427246094,196.2100067138672,163.99000549316406,391.260009765625,248.7100067138672
2025-03-24,220.72999572753906,203.25999450683594,167.67999267578125,393.0799865722656,278.3900146484375
2025-03-25,223.75,205.7100067138672,170.55999755859375,395.1600036621094,288.1400146484375
2025-03-26,221.52999877929688,201.1300048828125,165.05999755859375,389.9700012207031,272.05999755859375
2025-03-27,223.85000610351562,201.36000061035156,162.24000549316406,390.5799865722656,273.1300048828125
2025-03-28,217.89999389648438,192.72000122070312,154.3300018310547,378.79998779296875,263.54998779296875
2025-03-31,222.1300048828125,190.25999450683594,154.63999938964844,375.3900146484375,259.1600036621094
2025-04-01,223.19000244140625,192.1699981689453,157.07000732421875,382.19000244140625,268.4599914550781
2025-04-02,223.88999938964844,196.00999450683594,157.0399932861328,382.1400146484375,282.760009765625
2025-04-03,203.19000244140625,178.41000366210938,150.72000122070312,373.1099853515625,267.2799987792969
2025-04-04,188.3800048828125,171.0,145.60000610351562,359.8399963378906,239.42999267578125
2025-04-07,181.4600067138672,175.25999450683594,146.75,357.8599853515625,233.2899932861328
2025-04-08,172.4199981689453,170.66000366210938,144.6999969482422,354.55999755859375,221.86000061035156
2025-04-09,198.85000610351562,191.10000610351562,158.7100067138672,390.489990234375,272.20001220703125
2025-04-10,190.4199981689453,181.22000122070312,152.82000732421875,381.3500061035156,252.39999389648438
2025-04-11,198.14999389648438,184.8699951171875,157.13999938964844,388.45001220703125,252.30999755859375
2025-04-14,202.52000427246094,182.1199951171875,159.07000732421875,387.80999755859375,252.35000610351562
2025-04-15,202.13999938964844,179.58999633789062,156.30999755859375,385.7300109863281,254.11000061035156
2025-04-16,194.27000427246094,174.3300018310547,153.3300018310547,371.6099853515625,241.5500030517578
2025-04-17,196.97999572753906,172.61000061035156,151.16000366210938,367.7799987792969,241.3699951171875
2025-04-21,193.16000366210938,167.32000732421875,147.6699981689453,359.1199951171875,227.5
2025-04-22,199.74000549316406,173.17999267578125,151.47000122070312,366.82000732421875,237.97000122070312
2025-04-23,204.60000610351562,180.60000610351562,155.35000610351562,374.3900146484375,250.74000549316406
2025-04-24,208.3699951171875,186.5399932861328,159.27999877929688,387.29998779296875,259.510009765625
2025-04-25,209.27999877929688,188.99000549316406,161.9600067138672,391.8500061035156,284.95001220703125
2025-04-28,210.13999938964844,187.6999969482422,160.61000061035156,391.1600036621094,285.8800048828125
2025-04-29,211.2100067138672,187.38999938964844,160.16000366210938,394.0400085449219,292.0299987792969
2025-04-30,212.5,184.4199981689453,158.8000030517578,395.260009765625,282.1600036621094
2025-05-01,213.32000732421875,190.1999969482422,161.3000030517578,425.3999938964844,280.5199890136719
2025-05-02,205.35000610351562,189.97999572753906,164.02999877929688,435.2799987792969,287.2099914550781
2025-05-05,198.88999938964844,186.35000610351562,164.2100067138672,436.1700134277344,280.260009765625
2025-05-06,198.50999450683594,185.00999450683594,163.22999572753906,433.30999755859375,275.3500061035156
2025-05-07,196.25,188.7100067138672,151.3800048828125,433.3500061035156,276.2200012207031
2025-05-08,197.49000549316406,192.0800018310547,154.27999877929688,438.1700134277344,284.82000732421875
2025-05-09,198.52999877929688,193.05999755859375,152.75,438.7300109863281,298.260009765625
2025-05-12,210.7899932861328,208.63999938964844,158.4600067138672,449.260009765625,318.3800048828125
2025-05-13,212.92999267578125,211.3699951171875,159.52999877929688,449.1400146484375,334.07000732421875
2025-05-14,212.3300018310547,210.25,165.3699951171875,452.94000244140625,347.67999267578125
2025-05-15,211.4499969482422,205.1699981689453,163.9600067138672,453.1300048828125,342.82000732421875
2025-05-16,211.25999450683594,205.58999633789062,166.19000244140625,454.2699890136719,349.9800109863281
2025-05-19,208.77999877929688,206.16000366210938,166.5399932861328,458.8699951171875,342.0899963378906
2025-05-20,206.86000061035156,204.07000732421875,163.97999572753906,458.1700134277344,343.82000732421875
2025-05-21,202.08999633789062,201.1199951171875,168.55999755859375,452.57000732421875,334.6199951171875
2025-05-22,201.36000061035156,203.10000610351562,170.8699951171875,454.8599853515625,341.0400085449219
2025-05-23,195.27000427246094,200.99000549316406,168.47000122070312,450.17999267578125,339.3399963378906
2025-05-27,200.2100067138672,206.02000427246094,172.89999389648438,460.69000244140625,362.8900146484375
2025-05-28,200.4199981689453,204.72000122070312,172.36000061035156,457.3599853515625,356.8999938964844
2025-05-29,199.9499969482422,205.6999969482422,171.86000061035156,458.67999267578125,358.42999267578125
2025-05-30,200.85000610351562,205.00999450683594,171.74000549316406,460.3599853515625,346.4599914550781
2025-06-02,201.6999969482422,206.64999389648438,169.02999877929688,461.9700012207031,342.69000244140625
2025-06-03,203.27000427246094,205.7100067138672,166.17999267578125,462.9700012207031,344.2699890136719
2025-06-04,202.82000732421875,207.22999572753906,168.0500030517578,463.8699951171875,332.04998779296875
2025-06-05,200.6300048828125,207.91000366210938,168.2100067138672,467.67999267578125,284.70001220703125
2025-06-06,203.9199981689453,213.57000732421875,173.67999267578125,470.3800048828125,295.1400146484375
2025-06-09,201.4499969482422,216.97999572753906,176.08999633789062,472.75,308.5799865722656
2025-06-10,202.6699981689453,217.61000061035156,178.60000610351562,470.9200134277344,326.0899963378906
2025-06-11,198.77999877929688,213.1999969482422,177.35000610351562,472.6199951171875,326.42999267578125
2025-06-12,199.1999969482422,213.24000549316406,175.6999969482422,478.8699951171875,319.1099853515625
2025-06-13,196.4499969482422,212.10000610351562,174.6699981689453,474.9599914550781,325.30999755859375
2025-06-16,198.4199981689453,216.10000610351562,176.77000427246094,479.1400146484375,329.1300048828125
2025-06-17,195.63999938964844,214.82000732421875,175.9499969482422,478.0400085449219,316.3500061035156
2025-06-18,196.5800018310547,212.52000427246094,173.32000732421875,480.239990234375,322.04998779296875
2025-06-20,201.0,209.69000244140625,166.63999938964844,477.3999938964844,322.1600036621094
2025-06-23,201.5,208.47000122070312,165.19000244140625,486.0,348.67999267578125
2025-06-24,200.3000030517578,212.77000427246094,166.77000427246094,490.1099853515625,340.4700012207031
2025-06-25,201.55999755859375,211.99000549316406,170.67999267578125,492.2699890136719,327.54998779296875
2025-06-26,201.0,217.1199951171875,173.5399932861328,497.45001220703125,325.7799987792969
2025-06-27,201.0800018310547,223.3000030517578,178.52999877929688,495.94000244140625,323.6300048828125
2025-06-30,205.1699981689453,219.38999938964844,176.22999572753906,497.4100036621094,317.6600036621094
2025-07-01,207.82000732421875,220.4600067138672,175.83999633789062,492.04998779296875,300.7099914550781
2025-07-02,212.44000244140625,219.9199981689453,178.63999938964844,491.0899963378906,315.6499938964844
2025-07-03,213.5500030517578,223.41000366210938,179.52999877929688,498.8399963378906,315.3500061035156
2025-07-07,209.9499969482422,223.47000122070312,176.7899932861328,497.7200012207031,293.94000244140625
2025-07-08,210.00999450683594,219.36000061035156,174.36000061035156,496.6199951171875,297.80999755859375
2025-07-09,211.13999938964844,222.5399932861328,176.6199951171875,503.510009765625,295.8800048828125
2025-07-10,212.41000366210938,222.25999450683594,177.6199951171875,501.4800109863281,309.8699951171875
2025-07-11,211.16000366210938,225.02000427246094,180.19000244140625,503.32000732421875,313.510009765625
2025-07-14,208.6199951171875,225.69000244140625,181.55999755859375,503.0199890136719,316.8999938964844
2025-07-15,209.11000061035156,226.35000610351562,182.0,505.82000732421875,310.7799987792969
2025-07-16,210.16000366210938,223.19000244140625,182.97000122070312,505.6199951171875,321.6700134277344
2025-07-17,210.02000427246094,223.8800048828125,183.5800018310547,511.70001220703125,319.4100036621094
2025-07-18,211.17999267578125,226.1300048828125,185.05999755859375,510.04998779296875,329.6499938964844
2025-07-21,212.47999572753906,229.3000030517578,190.10000610351562,510.05999755859375,328.489990234375
2025-07-22,214.39999389648438,227.47000122070312,191.33999633789062,505.2699890136719,332.1099853515625
2025-07-23,214.14999389648438,228.2899932861328,190.22999572753906,505.8699951171875,332.55999755859375
2025-07-24,213.75999450683594,232.22999572753906,192.1699981689453,510.8800048828125,305.29998779296875
2025-07-25,213.8800048828125,231.44000244140625,193.17999267578125,513.7100219726562,316.05999755859375
2025-07-28,214.0500030517578,232.7899932861328,192.5800018310547,512.5,325.5899963378906
2025-07-29,211.27000427246094,231.00999450683594,195.75,512.5700073242188,321.20001220703125
